NIM,ANGKATAN,SEMESTER,KODE_MK,NAMA_MK,SKS,NILAI,GRADE
14110310036,2014,1421,IS250,Etika Bisnis dan Hukum,2,70,B
14110310036,2014,1421,IS251,Perilaku Organisasi,2,83,A-
14110310036,2014,1421,UM142,Bahasa Indonesia,2,82,A-
14110310036,2014,1421,UM223,Bahasa Inggris 2,2,75,B+
14110310036,2014,1511,CE441,Jaringan Komputer,3,49,D
14110310036,2014,1511,EA100,Pengantar Akuntansi 1,3,67,B-
14110310036,2014,1511,IS302,Konsep Sistem Operasi,3,60,C+
14110310036,2014,1511,IS321,Analisis & Perancangan SI,3,81,A-
14110310036,2014,1511,IS341,Sistem Basis Data,3,94,A
14110310036,2014,1511,IS512,Manajemen Proyek SI,3,84,A-
14110310036,2014,1511,UM163,Kewarganegaraan,2,83,A-
14110310036,2014,1521,EM604,Technopreneurship,2,70,B
14110310036,2014,1521,IS403,Enterprise Resource Planning,3,76,B+
14110310036,2014,1521,IS422,Analisis & Perancangan SI Lanjutan,3,90,A
14110310036,2014,1521,IS431,Pemrograman Visual,3,82,A-
14110310036,2014,1521,IS432,Pengantar E-Business,3,99,A
14110310036,2014,1521,IS442,Database Perusahaan,3,83,A-
14110310036,2014,1521,UM152,Agama,2,95,A
14110310036,2014,1611,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,75,B+
14110310036,2014,1611,IF635,Pemrograman Web,3,81,A-
14110310036,2014,1611,IS513,E-Business,2,94,A
14110310036,2014,1611,IS534,Pemrograman Aplikasi Mobile,3,78,B+
14110310036,2014,1611,IS543,Sistem Pendukung Keputusan,3,81,A-
14110310036,2014,1611,IS544,Database Lanjutan,3,83,A-
14110310036,2014,1611,IS727,Topik Lanjut Sistem Informasi 2,3,87,A
14110310036,2014,1621,IS623,Proyek Sistem Informasi,4,90,A
14110310036,2014,1621,IS624,Topik Lanjut Sistem Informasi 1,3,100,A
14110310036,2014,1621,IS645,Administrasi Database 1,3,92,A
14110310036,2014,1621,IS652,Seminar Sistem Informasi,3,85,A
14110310036,2014,1621,IS660,Metode Riset Sistem Informasi,3,90,A
14110310036,2014,1621,IS670,Audit Sistem Informasi,3,90,A
14110310036,2014,1621,UM321,Bahasa Inggris 3,2,79,B+
14110310036,2014,1711,IS342,Analisis Data,3,77,B+
14110310036,2014,1711,IS725,Testing dan Implementasi SI,3,87,A
14110310036,2014,1711,IS726,Inovasi Teknologi Informasi,3,100,A
14110310036,2014,1711,IS747,Administrasi Database 2,3,93,A
14110310036,2014,1711,IS761,Skripsi 1,3,84,A-
14110310036,2014,1721,IS853,Magang Kerja,4,98,A
14110310036,2014,1721,IS862,Skripsi 2,3,94,A
14110310037,2014,1411,EM190,Pengantar Manajemen & Bisnis,3,79,B+
14110310037,2014,1411,EM372,Pengantar Ekonomi,2,60,C+
14110310037,2014,1411,IF110,Pengantar Teknologi Multimedia,3,77,B+
14110310037,2014,1411,IF140,Logika Pemrograman,3,97,A
14110310037,2014,1411,IS100,Sistem Informasi Dalam Manajemen,3,62,C+
14110310037,2014,1411,IS110,Matematika Bisnis,3,68,B-
14110310037,2014,1411,UM122,Bahasa Inggris 1,2,59,C
14110310037,2014,1411,UM152,Agama,2,78,B+
14110310037,2014,1411,UM162,Pancasila,2,81,A-
14110310037,2014,1421,IK402,Komunikasi Interpersonal,2,83,A-
14110310037,2014,1421,IS201,Proses Bisnis Korporat,3,63,C+
14110310037,2014,1421,IS220,Interaksi Manusia dan Komputer,3,88,A
14110310037,2014,1421,IS230,Algoritma dan Pemrograman,3,78,B+
14110310037,2014,1421,IS240,Probabilitas dan Statistik,3,60,C+
14110310037,2014,1421,IS250,Etika Bisnis dan Hukum,2,73,B
14110310037,2014,1421,IS251,Perilaku Organisasi,2,83,A-
14110310037,2014,1421,UM142,Bahasa Indonesia,2,71,B
14110310037,2014,1421,UM223,Bahasa Inggris 2,2,70,B
14110310037,2014,1511,CE441,Jaringan Komputer,3,72,B
14110310037,2014,1511,EA100,Pengantar Akuntansi 1,3,50,D
14110310037,2014,1511,IS302,Konsep Sistem Operasi,3,62,C+
14110310037,2014,1511,IS321,Analisis & Perancangan SI,3,96,A
14110310037,2014,1511,IS341,Sistem Basis Data,3,70,B
14110310037,2014,1511,IS512,Manajemen Proyek SI,3,84,A-
14110310037,2014,1511,UM163,Kewarganegaraan,2,74,B
14110310037,2014,1521,EM604,Technopreneurship,2,76,B+
14110310037,2014,1521,IS403,Enterprise Resource Planning,3,84,A-
14110310037,2014,1521,IS422,Analisis & Perancangan SI Lanjutan,3,83,A-
14110310037,2014,1521,IS431,Pemrograman Visual,3,66,B-
14110310037,2014,1521,IS432,Pengantar E-Business,3,86,A
14110310037,2014,1521,IS442,Database Perusahaan,3,80,A-
14110310037,2014,1521,IS652,Seminar Sistem Informasi,3,94,A
14110310037,2014,1611,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,77,B+
14110310037,2014,1611,IF635,Pemrograman Web,3,67,B-
14110310037,2014,1611,IS513,E-Business,2,91,A
14110310037,2014,1611,IS534,Pemrograman Aplikasi Mobile,3,74,B
14110310037,2014,1611,IS543,Sistem Pendukung Keputusan,3,81,A-
14110310037,2014,1611,IS544,Database Lanjutan,3,55,C
14110310037,2014,1611,IS727,Topik Lanjut Sistem Informasi 2,3,71,B
14110310037,2014,1621,IS623,Proyek Sistem Informasi,4,76,B+
14110310037,2014,1621,IS624,Topik Lanjut Sistem Informasi 1,3,87,A
14110310037,2014,1621,IS645,Administrasi Database 1,3,89,A
14110310037,2014,1621,IS660,Metode Riset Sistem Informasi,3,99,A
14110310037,2014,1621,IS670,Audit Sistem Informasi,3,82,A-
14110310037,2014,1621,UM321,Bahasa Inggris 3,2,65,B-
14110310037,2014,1711,IS342,Analisis Data,3,65,B-
14110310037,2014,1711,IS725,Testing dan Implementasi SI,3,87,A
14110310037,2014,1711,IS726,Inovasi Teknologi Informasi,3,82,A-
14110310037,2014,1711,IS747,Administrasi Database 2,3,88,A
14110310037,2014,1711,IS761,Skripsi 1,3,82,A-
14110310037,2014,1711,IS853,Magang Kerja,4,93,A
14110310037,2014,1721,IS862,Skripsi 2,3,91,A
14110310038,2014,1411,EM190,Pengantar Manajemen & Bisnis,3,77,B+
14110310038,2014,1411,EM372,Pengantar Ekonomi,2,63,C+
14110310038,2014,1411,IF110,Pengantar Teknologi Multimedia,3,92,A
14110310038,2014,1411,IF140,Logika Pemrograman,3,94,A
14110310038,2014,1411,IS100,Sistem Informasi Dalam Manajemen,3,83,A-
14110310038,2014,1411,IS110,Matematika Bisnis,3,73,B
14110310038,2014,1411,UM122,Bahasa Inggris 1,2,90,A
14110310038,2014,1411,UM152,Agama,2,78,B+
14110310038,2014,1411,UM162,Pancasila,2,82,A-
14110310038,2014,1421,IK402,Komunikasi Interpersonal,2,90,A
14110310038,2014,1421,IS201,Proses Bisnis Korporat,3,60,C+
14110310038,2014,1421,IS220,Interaksi Manusia dan Komputer,3,83,A-
14110310038,2014,1421,IS230,Algoritma dan Pemrograman,3,91,A
14110310038,2014,1421,IS240,Probabilitas dan Statistik,3,75,B+
14110310038,2014,1421,IS250,Etika Bisnis dan Hukum,2,75,B+
14110310038,2014,1421,IS251,Perilaku Organisasi,2,91,A
14110310038,2014,1421,UM142,Bahasa Indonesia,2,83,A-
14110310038,2014,1421,UM223,Bahasa Inggris 2,2,84,A-
14110310038,2014,1511,CE441,Jaringan Komputer,3,79,B+
14110310038,2014,1511,EA100,Pengantar Akuntansi 1,3,69,B-
14110310038,2014,1511,IS302,Konsep Sistem Operasi,3,61,C+
14110310038,2014,1511,IS321,Analisis & Perancangan SI,3,76,B+
14110310038,2014,1511,IS341,Sistem Basis Data,3,73,B
14110310038,2014,1511,IS512,Manajemen Proyek SI,3,81,A-
14110310038,2014,1511,UM163,Kewarganegaraan,2,75,B+
14110310038,2014,1521,EA201,Pengantar Akuntansi 2,3,60,C+
14110310038,2014,1521,EM604,Technopreneurship,2,72,B
14110310038,2014,1521,IS403,Enterprise Resource Planning,3,82,A-
14110310038,2014,1521,IS422,Analisis & Perancangan SI Lanjutan,3,91,A
14110310038,2014,1521,IS431,Pemrograman Visual,3,73,B
14110310038,2014,1521,IS432,Pengantar E-Business,3,96,A
14110310038,2014,1521,IS442,Database Perusahaan,3,83,A-
14110310038,2014,1521,IS652,Seminar Sistem Informasi,3,97,A
14110310038,2014,1611,IF551,Keamanan Jaringan Lanjutan 1,3,55,C
14110310038,2014,1611,IF635,Pemrograman Web,3,80,A-
14110310038,2014,1611,IS513,E-Business,2,80,A-
14110310038,2014,1611,IS534,Pemrograman Aplikasi Mobile,3,75,B+
14110310038,2014,1611,IS543,Sistem Pendukung Keputusan,3,81,A-
14110310038,2014,1611,IS725,Testing dan Implementasi SI,3,97,A
14110310038,2014,1611,IS727,Topik Lanjut Sistem Informasi 2,3,85,A
14110310038,2014,1611,UM321,Bahasa Inggris 3,2,78,B+
14110310038,2014,1621,IF652,Keamanan Jaringan Lanjutan 2,3,81,A-
14110310038,2014,1621,IS623,Proyek Sistem Informasi,4,87,A
14110310038,2014,1621,IS624,Topik Lanjut Sistem Informasi 1,3,94,A
14110310038,2014,1621,IS660,Metode Riset Sistem Informasi,3,99,A
14110310038,2014,1621,IS670,Audit Sistem Informasi,3,86,A
14110310038,2014,1621,IS726,Inovasi Teknologi Informasi,3,71,B
14110310038,2014,1711,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,78,B+
14110310038,2014,1711,IS853,Magang Kerja,4,91,A
14110310038,2014,1721,IS761,Skripsi 1,3,79,B+
14110310038,2014,1811,IF701,Keamanan Siber 3,3,93,A
14110310038,2014,1811,IS862,Skripsi 2,3,82,A-
14110310039,2014,1411,EM190,Pengantar Manajemen & Bisnis,3,66,B-
14110310039,2014,1411,EM372,Pengantar Ekonomi,2,61,C+
14110310039,2014,1411,IF110,Pengantar Teknologi Multimedia,3,88,A
14110310039,2014,1411,IF140,Logika Pemrograman,3,83,A-
14110310039,2014,1411,IS100,Sistem Informasi Dalam Manajemen,3,62,C+
14110310039,2014,1411,IS110,Matematika Bisnis,3,59,C
14110310039,2014,1411,UM122,Bahasa Inggris 1,2,77,B+
14110310039,2014,1411,UM152,Agama,2,57,C
14110310039,2014,1411,UM162,Pancasila,2,80,A-
14110310039,2014,1421,IK402,Komunikasi Interpersonal,2,80,A-
14110310039,2014,1421,IS201,Proses Bisnis Korporat,3,56,C
14110310039,2014,1421,IS220,Interaksi Manusia dan Komputer,3,82,A-
14110310039,2014,1421,IS230,Algoritma dan Pemrograman,3,72,B
14110310039,2014,1421,IS240,Probabilitas dan Statistik,3,69,B-
14110310039,2014,1421,IS250,Etika Bisnis dan Hukum,2,71,B
14110310039,2014,1421,IS251,Perilaku Organisasi,2,81,A-
14110310039,2014,1421,UM142,Bahasa Indonesia,2,70,B
14110310039,2014,1421,UM223,Bahasa Inggris 2,2,83,A-
14110310039,2014,1511,CE441,Jaringan Komputer,3,73,B
14110310039,2014,1511,EA100,Pengantar Akuntansi 1,3,64,C+
14110310039,2014,1511,IS302,Konsep Sistem Operasi,3,69,B-
14110310039,2014,1511,IS321,Analisis & Perancangan SI,3,73,B
14110310039,2014,1511,IS341,Sistem Basis Data,3,61,C+
14110310039,2014,1511,IS512,Manajemen Proyek SI,3,77,B+
14110310039,2014,1511,UM163,Kewarganegaraan,2,79,B+
14110310039,2014,1521,EA201,Pengantar Akuntansi 2,3,49,D
14110310039,2014,1521,EM604,Technopreneurship,2,77,B+
14110310039,2014,1521,IS403,Enterprise Resource Planning,3,70,B
14110310039,2014,1521,IS422,Analisis & Perancangan SI Lanjutan,3,81,A-
14110310039,2014,1521,IS431,Pemrograman Visual,3,58,C
14110310039,2014,1521,IS432,Pengantar E-Business,3,85,A
14110310039,2014,1521,IS442,Database Perusahaan,3,77,B+
14110310039,2014,1521,IS652,Seminar Sistem Informasi,3,94,A
14110310039,2014,1611,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,79,B+
14110310039,2014,1611,IF635,Pemrograman Web,3,66,B-
14110310039,2014,1611,IS513,E-Business,2,73,B
14110310039,2014,1611,IS534,Pemrograman Aplikasi Mobile,3,79,B+
14110310039,2014,1611,IS543,Sistem Pendukung Keputusan,3,73,B
14110310039,2014,1611,IS544,Database Lanjutan,3,76,B+
14110310039,2014,1611,IS727,Topik Lanjut Sistem Informasi 2,3,72,B
14110310039,2014,1621,IS623,Proyek Sistem Informasi,4,76,B+
14110310039,2014,1621,IS624,Topik Lanjut Sistem Informasi 1,3,97,A
14110310039,2014,1621,IS645,Administrasi Database 1,3,88,A
14110310039,2014,1621,IS660,Metode Riset Sistem Informasi,3,88,A
14110310039,2014,1621,IS670,Audit Sistem Informasi,3,98,A
14110310039,2014,1621,UM321,Bahasa Inggris 3,2,99,A
14110310039,2014,1711,IS725,Testing dan Implementasi SI,3,96,A
14110310039,2014,1711,IS726,Inovasi Teknologi Informasi,3,84,A-
14110310039,2014,1711,IS747,Administrasi Database 2,3,96,A
14110310039,2014,1821,IS853,Magang Kerja,4,84,A-
14110310039,2014,1821,SI863,Tugas Akhir,6,76,B+
14110310040,2014,1411,EM190,Pengantar Manajemen & Bisnis,3,72,B
14110310040,2014,1411,EM372,Pengantar Ekonomi,2,63,C+
14110310040,2014,1411,IF110,Pengantar Teknologi Multimedia,3,75,B+
14110310040,2014,1411,IF140,Logika Pemrograman,3,67,B-
14110310040,2014,1411,IS100,Sistem Informasi Dalam Manajemen,3,57,C
14110310040,2014,1411,IS110,Matematika Bisnis,3,49,D
14110310040,2014,1411,UM122,Bahasa Inggris 1,2,65,B-
14110310040,2014,1411,UM152,Agama,2,69,B-
14110310040,2014,1411,UM162,Pancasila,2,77,B+
14110310040,2014,1421,IK402,Komunikasi Interpersonal,2,74,B
14110310040,2014,1421,IS201,Proses Bisnis Korporat,3,51,D
14110310040,2014,1421,IS220,Interaksi Manusia dan Komputer,3,81,A-
14110310040,2014,1421,IS230,Algoritma dan Pemrograman,3,73,B
14110310040,2014,1421,IS240,Probabilitas dan Statistik,3,68,B-
14110310040,2014,1421,IS250,Etika Bisnis dan Hukum,2,77,B+
14110310040,2014,1421,IS251,Perilaku Organisasi,2,83,A-
14110310040,2014,1421,UM142,Bahasa Indonesia,2,69,B-
14110310040,2014,1421,UM223,Bahasa Inggris 2,2,76,B+
14110310040,2014,1511,EA100,Pengantar Akuntansi 1,3,58,C
14110310040,2014,1511,IS302,Konsep Sistem Operasi,3,55,C
14110310040,2014,1511,IS321,Analisis & Perancangan SI,3,62,C+
14110310040,2014,1511,IS341,Sistem Basis Data,3,68,B-
14110310040,2014,1511,IS512,Manajemen Proyek SI,3,59,C
14110310040,2014,1511,UM163,Kewarganegaraan,2,71,B
14110310040,2014,1521,EM604,Technopreneurship,2,81,A-
14110310040,2014,1521,IS403,Enterprise Resource Planning,3,79,B+
14110310040,2014,1521,IS422,Analisis & Perancangan SI Lanjutan,3,83,A-
14110310040,2014,1521,IS431,Pemrograman Visual,3,61,C+
14110310040,2014,1521,IS442,Database Perusahaan,3,74,B
14110310040,2014,1521,UM321,Bahasa Inggris 3,2,79,B+
14110310040,2014,1611,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,68,B-
14110310040,2014,1611,IF635,Pemrograman Web,3,63,C+
14110310040,2014,1611,IS534,Pemrograman Aplikasi Mobile,3,74,B
14110310040,2014,1611,IS543,Sistem Pendukung Keputusan,3,73,B
14110310040,2014,1611,IS545,Datawarehouse,3,73,B
14110310040,2014,1611,IS727,Topik Lanjut Sistem Informasi 2,3,71,B
14110310040,2014,1621,IS432,Pengantar E-Business,3,60,C+
14110310040,2014,1621,IS623,Proyek Sistem Informasi,4,81,A-
14110310040,2014,1621,IS624,Topik Lanjut Sistem Informasi 1,3,84,A-
14110310040,2014,1621,IS647,Data Mining,3,68,B-
14110310040,2014,1621,IS660,Metode Riset Sistem Informasi,3,77,B+
14110310040,2014,1621,IS670,Audit Sistem Informasi,3,60,C+
14110310040,2014,1711,IS342,Analisis Data,3,67,B-
14110310040,2014,1711,IS513,E-Business,2,71,B
14110310040,2014,1711,IS725,Testing dan Implementasi SI,3,100,A
14110310040,2014,1711,IS726,Inovasi Teknologi Informasi,3,78,B+
14110310040,2014,1711,IS749,Business Intelligence,3,83,A-
14110310040,2014,1721,CE441,Jaringan Komputer,3,56,C
14110310040,2014,1721,IS652,Seminar Sistem Informasi,3,80,A-
14110310040,2014,1811,IS853,Magang Kerja,4,93,A
14110310040,2014,1811,SI863,Tugas Akhir,6,78,B+
14110310041,2014,1411,EM190,Pengantar Manajemen & Bisnis,3,69,B-
14110310041,2014,1411,EM372,Pengantar Ekonomi,2,59,C
14110310041,2014,1411,IF110,Pengantar Teknologi Multimedia,3,82,A-
14110310041,2014,1411,IF140,Logika Pemrograman,3,84,A-
14110310041,2014,1411,IS110,Matematika Bisnis,3,79,B+
14110310041,2014,1411,UM122,Bahasa Inggris 1,2,80,A-
14110310041,2014,1411,UM152,Agama,2,58,C
14110310041,2014,1411,UM162,Pancasila,2,75,B+
14110310041,2014,1421,IK402,Komunikasi Interpersonal,2,81,A-
14110310041,2014,1421,IS201,Proses Bisnis Korporat,3,60,C+
14110310041,2014,1421,IS220,Interaksi Manusia dan Komputer,3,89,A
14110310041,2014,1421,IS230,Algoritma dan Pemrograman,3,71,B
14110310041,2014,1421,IS240,Probabilitas dan Statistik,3,66,B-
14110310041,2014,1421,IS250,Etika Bisnis dan Hukum,2,66,B-
14110310041,2014,1421,IS251,Perilaku Organisasi,2,80,A-
14110310041,2014,1421,UM142,Bahasa Indonesia,2,75,B+
14110310041,2014,1421,UM223,Bahasa Inggris 2,2,78,B+
14110310041,2014,1511,CE441,Jaringan Komputer,3,84,A-
14110310041,2014,1511,EA100,Pengantar Akuntansi 1,3,55,C
14110310041,2014,1511,IS302,Konsep Sistem Operasi,3,60,C+
14110310041,2014,1511,IS321,Analisis & Perancangan SI,3,75,B+
14110310041,2014,1511,IS341,Sistem Basis Data,3,78,B+
14110310041,2014,1511,IS512,Manajemen Proyek SI,3,62,C+
14110310041,2014,1511,UM163,Kewarganegaraan,2,78,B+
14110310041,2014,1521,EM604,Technopreneurship,2,79,B+
14110310041,2014,1521,IS403,Enterprise Resource Planning,3,69,B-
14110310041,2014,1521,IS422,Analisis & Perancangan SI Lanjutan,3,88,A
14110310041,2014,1521,IS431,Pemrograman Visual,3,59,C
14110310041,2014,1521,IS432,Pengantar E-Business,3,99,A
14110310041,2014,1521,IS442,Database Perusahaan,3,83,A-
14110310041,2014,1521,IS652,Seminar Sistem Informasi,3,91,A
14110310041,2014,1611,CE551,Jaringan Komputer Terapan 1,3,62,C+
14110310041,2014,1611,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,66,B-
14110310041,2014,1611,IF635,Pemrograman Web,3,60,C+
14110310041,2014,1611,IS100,Sistem Informasi Dalam Manajemen,3,96,A
14110310041,2014,1611,IS513,E-Business,2,79,B+
14110310041,2014,1611,IS534,Pemrograman Aplikasi Mobile,3,63,C+
14110310041,2014,1611,IS543,Sistem Pendukung Keputusan,3,71,B
14110310041,2014,1621,CE651,Jaringan Komputer Terapan 2,3,66,B-
14110310041,2014,1621,IS623,Proyek Sistem Informasi,4,86,A
14110310041,2014,1621,IS624,Topik Lanjut Sistem Informasi 1,3,93,A
14110310041,2014,1621,IS660,Metode Riset Sistem Informasi,3,91,A
14110310041,2014,1621,IS670,Audit Sistem Informasi,3,96,A
14110310041,2014,1621,UM321,Bahasa Inggris 3,2,92,A
14110310041,2014,1711,CE751,Jaringan Komputer Terapan 3,3,82,A-
14110310041,2014,1711,IS342,Analisis Data,3,73,B
14110310041,2014,1711,IS725,Testing dan Implementasi SI,3,90,A
14110310041,2014,1711,IS726,Inovasi Teknologi Informasi,3,85,A
14110310041,2014,1711,IS727,Topik Lanjut Sistem Informasi 2,3,82,A-
14110310041,2014,1721,IS761,Skripsi 1,3,73,B
14110310041,2014,1811,IS853,Magang Kerja,4,83,A-
14110310041,2014,1811,IS862,Skripsi 2,3,75,B+
14110310042,2014,1411,EM190,Pengantar Manajemen & Bisnis,3,70,B
14110310042,2014,1411,EM372,Pengantar Ekonomi,2,71,B
14110310042,2014,1411,IF110,Pengantar Teknologi Multimedia,3,84,A-
14110310042,2014,1411,IF140,Logika Pemrograman,3,82,A-
14110310042,2014,1411,IS100,Sistem Informasi Dalam Manajemen,3,71,B
14110310042,2014,1411,IS110,Matematika Bisnis,3,73,B
14110310042,2014,1411,UM122,Bahasa Inggris 1,2,67,B-
14110310042,2014,1411,UM152,Agama,2,65,B-
14110310042,2014,1411,UM162,Pancasila,2,70,B
14110310042,2014,1421,IK402,Komunikasi Interpersonal,2,77,B+
14110310042,2014,1421,IS201,Proses Bisnis Korporat,3,66,B-
14110310042,2014,1421,IS220,Interaksi Manusia dan Komputer,3,92,A
14110310042,2014,1421,IS230,Algoritma dan Pemrograman,3,65,B-
14110310042,2014,1421,IS240,Probabilitas dan Statistik,3,66,B-
14110310042,2014,1421,IS250,Etika Bisnis dan Hukum,2,82,A-
14110310042,2014,1421,IS251,Perilaku Organisasi,2,80,A-
14110310042,2014,1421,UM142,Bahasa Indonesia,2,71,B
14110310042,2014,1421,UM223,Bahasa Inggris 2,2,75,B+
14110310042,2014,1511,CE441,Jaringan Komputer,3,52,D
14110310042,2014,1511,EA100,Pengantar Akuntansi 1,3,58,C
14110310042,2014,1511,IS302,Konsep Sistem Operasi,3,64,C+
14110310042,2014,1511,IS321,Analisis & Perancangan SI,3,69,B-
14110310042,2014,1511,IS341,Sistem Basis Data,3,66,B-
14110310042,2014,1511,IS512,Manajemen Proyek SI,3,69,B-
14110310042,2014,1511,UM163,Kewarganegaraan,2,73,B
14110310042,2014,1521,EA201,Pengantar Akuntansi 2,3,69,B-
14110310042,2014,1521,EM604,Technopreneurship,2,73,B
14110310042,2014,1521,IS403,Enterprise Resource Planning,3,93,A
14110310042,2014,1521,IS422,Analisis & Perancangan SI Lanjutan,3,88,A
14110310042,2014,1521,IS431,Pemrograman Visual,3,62,C+
14110310042,2014,1521,IS432,Pengantar E-Business,3,94,A
14110310042,2014,1521,IS442,Database Perusahaan,3,82,A-
14110310042,2014,1611,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,74,B
14110310042,2014,1611,IF635,Pemrograman Web,3,64,C+
14110310042,2014,1611,IS513,E-Business,2,81,A-
14110310042,2014,1611,IS534,Pemrograman Aplikasi Mobile,3,69,B-
14110310042,2014,1611,IS543,Sistem Pendukung Keputusan,3,74,B
14110310042,2014,1611,IS571,Audit Sistem Informasi 1,3,89,A
14110310042,2014,1621,IS623,Proyek Sistem Informasi,4,94,A
14110310042,2014,1621,IS624,Topik Lanjut Sistem Informasi 1,3,86,A
14110310042,2014,1621,IS652,Seminar Sistem Informasi,3,98,A
14110310042,2014,1621,IS660,Metode Riset Sistem Informasi,3,77,B+
14110310042,2014,1621,IS670,Audit Sistem Informasi,3,75,B+
14110310042,2014,1621,IS672,Tata Kelola Teknologi Informasi 2,3,80,A-
14110310042,2014,1621,UM321,Bahasa Inggris 3,2,95,A
14110310042,2014,1711,IS725,Testing dan Implementasi SI,3,91,A
14110310042,2014,1711,IS726,Inovasi Teknologi Informasi,3,89,A
14110310042,2014,1711,IS727,Topik Lanjut Sistem Informasi 2,3,81,A-
14110310042,2014,1711,IS761,Skripsi 1,3,87,A
14110310042,2014,1711,IS773,Tata Kelola Teknologi Informasi 3,3,85,A
14110310042,2014,1711,IS853,Magang Kerja,4,82,A-
14110310042,2014,1721,IS862,Skripsi 2,3,84,A-
14110310043,2014,1411,EM190,Pengantar Manajemen & Bisnis,3,61,C+
14110310043,2014,1411,EM372,Pengantar Ekonomi,2,58,C
14110310043,2014,1411,IF110,Pengantar Teknologi Multimedia,3,84,A-
14110310043,2014,1411,IF140,Logika Pemrograman,3,82,A-
14110310043,2014,1411,IS100,Sistem Informasi Dalam Manajemen,3,72,B
14110310043,2014,1411,IS110,Matematika Bisnis,3,56,C
14110310043,2014,1411,UM122,Bahasa Inggris 1,2,68,B-
14110310043,2014,1411,UM152,Agama,2,74,B
14110310043,2014,1411,UM162,Pancasila,2,81,A-
14110310043,2014,1421,IK402,Komunikasi Interpersonal,2,77,B+
14110310043,2014,1421,IS201,Proses Bisnis Korporat,3,56,C
14110310043,2014,1421,IS220,Interaksi Manusia dan Komputer,3,84,A-
14110310043,2014,1421,IS230,Algoritma dan Pemrograman,3,69,B-
14110310043,2014,1421,IS240,Probabilitas dan Statistik,3,69,B-
14110310043,2014,1421,IS250,Etika Bisnis dan Hukum,2,78,B+
14110310043,2014,1421,IS251,Perilaku Organisasi,2,84,A-
14110310043,2014,1421,UM142,Bahasa Indonesia,2,78,B+
14110310043,2014,1421,UM223,Bahasa Inggris 2,2,79,B+
14110310043,2014,1511,EA100,Pengantar Akuntansi 1,3,53,D
14110310043,2014,1511,IS302,Konsep Sistem Operasi,3,64,C+
14110310043,2014,1511,IS321,Analisis & Perancangan SI,3,75,B+
14110310043,2014,1511,IS341,Sistem Basis Data,3,75,B+
14110310043,2014,1511,IS512,Manajemen Proyek SI,3,68,B-
14110310043,2014,1511,UM163,Kewarganegaraan,2,79,B+
14110310043,2014,1521,EM604,Technopreneurship,2,77,B+
14110310043,2014,1521,IS403,Enterprise Resource Planning,3,82,A-
14110310043,2014,1521,IS422,Analisis & Perancangan SI Lanjutan,3,83,A-
14110310043,2014,1521,IS431,Pemrograman Visual,3,62,C+
14110310043,2014,1521,IS432,Pengantar E-Business,3,83,A-
14110310043,2014,1521,IS442,Database Perusahaan,3,81,A-
14110310043,2014,1521,IS652,Seminar Sistem Informasi,3,87,A
14110310043,2014,1611,IF635,Pemrograman Web,3,63,C+
14110310043,2014,1611,IS513,E-Business,2,84,A-
14110310043,2014,1611,IS534,Pemrograman Aplikasi Mobile,3,69,B-
14110310043,2014,1611,IS535,iOS Programming 1,3,69,B-
14110310043,2014,1611,IS543,Sistem Pendukung Keputusan,3,84,A-
14110310043,2014,1611,UM321,Bahasa Inggris 3,2,81,A-
14110310043,2014,1621,IS623,Proyek Sistem Informasi,4,87,A
14110310043,2014,1621,IS624,Topik Lanjut Sistem Informasi 1,3,96,A
14110310043,2014,1621,IS636,iOS Programming 2,3,83,A-
14110310043,2014,1621,IS660,Metode Riset Sistem Informasi,3,81,A-
14110310043,2014,1621,IS670,Audit Sistem Informasi,3,79,B+
14110310043,2014,1621,IS726,Inovasi Teknologi Informasi,3,83,A-
14110310043,2014,1711,CE441,Jaringan Komputer,3,60,C+
14110310043,2014,1711,EA410,Sistem Informasi Akuntansi Berbasis ICT 1,3,74,B
14110310043,2014,1711,IS342,Analisis Data,3,71,B
14110310043,2014,1711,IS725,Testing dan Implementasi SI,3,93,A
14110310043,2014,1711,IS727,Topik Lanjut Sistem Informasi 2,3,83,A-
14110310043,2014,1711,IS737,iOS Programming 3,3,62,C+
14110310043,2014,1711,IS761,Skripsi 1,3,80,A-
14110310043,2014,1721,IS853,Magang Kerja,4,100,A
14110310043,2014,1721,IS862,Skripsi 2,3,81,A-
14110310044,2014,1411,EM190,Pengantar Manajemen & Bisnis,3,58,C
14110310044,2014,1411,EM372,Pengantar Ekonomi,2,52,D
14110310044,2014,1411,IF110,Pengantar Teknologi Multimedia,3,74,B
14110310044,2014,1411,IF140,Logika Pemrograman,3,78,B+
14110310044,2014,1411,IS100,Sistem Informasi Dalam Manajemen,3,55,C
14110310044,2014,1411,IS110,Matematika Bisnis,3,51,D
14110310044,2014,1411,UM122,Bahasa Inggris 1,2,58,C
14110310044,2014,1411,UM152,Agama,2,64,C+
14110310044,2014,1411,UM162,Pancasila,2,76,B+
